query_or_cluster	ownership_type	primary_owner_sku	supporting_skus	competing_skus	overlap_risk	ownership_reason	manual_review_required
деревянный талисман	STORE_GENERIC		1629493686;1720160556;2186839757;2271275793		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
деревяные знаки зодиака в подарок из дерева	FAMILY_SHARED		1720160556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
детали подвески лего техник для машин	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
детский славянский оберег	FAMILY_SHARED		1640326205		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
джиу джитсу на машину подвеска на зеркало	FAMILY_SHARED		2186865070;2271188511;2271251938		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
джокер чернобога	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
джон таварес в машину на зеркало	FAMILY_SHARED		1720137256;1720144370		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
дикий вепрь славянская подвеска	FAMILY_SHARED		1640330072;2559437928		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
диффузор с палочками знак зодиака телец	SKU_SPECIFIC	2271292556			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
для авто на зеркало подвеска	FAMILY_SHARED		2186836116		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для авто на зеркало украшение	FAMILY_SHARED		2186836116		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для авто украшения подвески	FAMILY_SHARED		2186846833		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для автомобиля подвеска	FAMILY_SHARED		1720137256		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для автомобиля подвеска на зеркало	FAMILY_SHARED		1720124782;1720144370;1720147059;1720151850		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
для гаданий зеркало	FAMILY_SHARED		1720141903;2271210394		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
для гадания на песке	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для девы из дерева	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для для раков	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для знака зодиака дева	SKU_SPECIFIC	1720144370			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
для знака на машину	FAMILY_SHARED		2271251938		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для любителя энергетикво	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для машин оберег	FAMILY_SHARED		2186852750;2271234726		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
для машины в салон на зеркало подвескп	STORE_GENERIC		1720137256;1720147059;1720155616;2184133137;2271219774;2559437928;2559817779		LOW	0 exact/strong owner(s); 7 family/generic supporting relation(s).	NO
для машины деву	FAMILY_SHARED		2186865070		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для машины лев	SKU_SPECIFIC	1720151850			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
для машины оберег	FAMILY_SHARED		2183921966		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для машины подвеска	FAMILY_SHARED		2186856503		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для машины подвеска на зеркало мужская	FAMILY_SHARED		2271251938		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
для овна мужской	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для подвески зеркала	STORE_GENERIC		1720148880;1720153914;2184153852;2186766628		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
для салона машины подвеска	STORE_GENERIC		1720155616;2184932293;2271188511;2271219774;2271240621;2271246783;2271251938;2271262133;2271292556		LOW	0 exact/strong owner(s); 9 family/generic supporting relation(s).	NO
для тельцов	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
для эзотерика предметы	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
дневник знака зодиака стрелец ♐	SKU_SPECIFIC	2271285786			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
додвеска в машину	FAMILY_SHARED		2184098058		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
додвестка на машину	FAMILY_SHARED		1720151850		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
доево жизни	SKU_SPECIFIC	1623753672			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
доллар деревянный в машину подвеска на зеркало	STORE_GENERIC		1623753672;1720144370;2271285786		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
домовенок в тележке оберег	FAMILY_SHARED		1640306007;1720137256;1720148880;2271275793		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
дополнительные зеркала на учебную машину	FAMILY_SHARED		1640264403		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
дорогой подарок мужчине в машину оригинальный	FAMILY_SHARED		2271246783		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
дорожный знак в авто	FAMILY_SHARED		1720137256;1720144370;1720151850;2271210394;2271251938;2271275793		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
дорожный набор подарочный для мужчин	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
дорожный оберег славянский	FAMILY_SHARED		1640337426		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
доска гунгнир	SKU_SPECIFIC	1611643847			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
дракон в авто	FAMILY_SHARED		1629553898		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
дракон в машину на зеркало	FAMILY_SHARED		2559817779		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
древние славяне творчество	FAMILY_SHARED		1640306007;1640337426;2184199958		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
древо жизни	SKU_SPECIFIC	1623753672			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
древо жизни кресты	SKU_SPECIFIC	1623753672			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
дублирующие зеркала на учебный	FAMILY_SHARED		1640337426		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
дух оберег	STORE_GENERIC		1629553898;1640264403;1640337426		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
духи	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
дьявол игрушка страшная в машину на зеркало	STORE_GENERIC		2184168890;2271188511		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
дюрекс наклейка на машину	FAMILY_SHARED		1640276582		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
еврейская заезда подвеска в машину	STORE_GENERIC		1640306007;1640337426;1720147059;1842444165		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
ежедневник знак зодиака рыбы 2027	SKU_SPECIFIC	2186848313			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
енот десантник в машину подвеска	FAMILY_SHARED		2186766628		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
железный стрелец	SKU_SPECIFIC	1720124782			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
женский оберег славянский	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
жива	SKU_SPECIFIC	2183808182			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
жива кулон	SKU_SPECIFIC	2183808182			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
задиака знаки	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
заец в машину	FAMILY_SHARED		1720124782		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
зажигалка телец	SKU_SPECIFIC	2186766628			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
западные славянские обереги	FAMILY_SHARED		1640276582		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
защелка на нагрудный знак	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
защита для стрельца	FAMILY_SHARED		2271285786		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
защита для стрельца мужская	FAMILY_SHARED		2271285786		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
защита оберег в машину	STORE_GENERIC		1640337426;2271251938		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
защита оберег для машины	FAMILY_SHARED		2271292556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
защитный амулет от сглаза и порчи	FAMILY_SHARED		1640326205		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
звезда лады в машину подвеска	SKU_SPECIFIC	2184234912			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
звезда на зеркало в машину	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
звезда сварога подвеска	SKU_SPECIFIC	1640251697			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
здравник славянский оберег	FAMILY_SHARED		1630033296		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
зекало подвеска	FAMILY_SHARED		2186843798		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
зеленый оберег в машину	FAMILY_SHARED		1720160556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
зеркала на машину ниссан wingroas боковые	FAMILY_SHARED		1720131759		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
зеркала на машину универсальные	FAMILY_SHARED		1623753672		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
